time,tp,t2m,u10,v10,sp,pm25,pm10,o3,no2,so2,co
2014-01-01,0.00078536,281.91914333,-0.09225902,8.99652143,98380.44633333,37.0,20.0,26.0,29.0,11.0,5.0
2014-01-02,3.19e-06,281.05117333,2.92403347,3.82044187,98721.90666667,46.0,27.0,31.0,28.0,3.0,5.0
2014-01-03,0.00041304,280.87514333,5.78370537,6.29488147,98585.15333333,49.0,18.0,27.0,27.0,3.0,5.0
2014-01-04,0.00110029,280.65999,2.27439685,5.4421019,98236.23666667,48.0,15.0,24.0,27.0,3.0,5.0
2014-01-05,1.278e-05,278.29787,0.53290507,5.41020857,99259.39666667,44.0,23.0,28.0,27.0,3.0,4.0
2014-01-06,0.00028436,283.68142,5.23753017,7.56317293,98615.97133333,42.0,30.0,28.0,28.0,2.0,6.0
2014-01-07,0.00026896,282.90760333,4.99830467,6.78910337,99502.48333333,42.0,24.0,22.0,31.0,4.0,6.0
2014-01-08,6.932e-05,282.15755,1.45043023,4.3863639,100463.29,36.0,21.0,24.0,31.0,3.0,6.0
2014-01-09,1.998e-05,280.82844,6.10706647,1.36538713,99695.158,50.0,27.0,15.0,45.0,6.0,8.0
2014-01-10,1.141e-05,279.03893,1.9463501,3.2436792,100564.65166667,61.0,40.0,2.0,63.0,4.0,9.0
2014-01-11,2e-06,278.58381,3.2447121,-1.21818445,101030.95,106.0,34.0,12.0,38.0,4.0,9.0
2014-01-12,2.19e-06,277.60147667,-2.0461766,4.77782693,100724.32333333,90.0,23.0,24.0,38.0,5.0,7.0
2014-01-13,6.476e-05,279.69861,1.92165033,4.59774967,99682.06866667,53.0,26.0,15.0,38.0,5.0,7.0
2014-01-14,3.3e-07,276.71604333,2.8810422,0.28722937,99640.90833333,58.0,23.0,23.0,34.0,3.0,6.0
2014-01-15,7.74e-05,282.91331333,2.25392503,4.91733517,98968.03666667,50.0,24.0,25.0,31.0,5.0,5.0
2014-01-16,0.00019655,281.11817333,0.97791044,5.42483457,98203.74333333,53.0,22.0,28.0,38.0,5.0,4.0
2014-01-17,2.933e-05,280.2485,2.39356457,5.33497407,98239.48833333,56.0,20.0,14.0,32.0,2.0,2.0
2014-01-18,9.676e-05,281.25571667,-2.59528827,5.2323764,98253.772,53.0,23.0,18.0,31.0,4.0,3.0
2014-01-19,6.21e-06,278.64734,1.4312806,1.5255936,98711.82133333,59.0,40.0,2.0,60.0,7.0,7.0
2014-01-20,1.142e-05,277.12462,0.38375469,0.45178649,99942.192,99.0,46.0,16.0,53.0,8.0,8.0
2014-01-21,4.6e-07,276.29315333,-0.8702717,3.24719947,100140.038,109.0,29.0,16.0,39.0,5.0,4.0
2014-01-22,2.102e-05,280.58162667,1.60575339,1.73125971,99754.80333333,65.0,24.0,17.0,37.0,4.0,4.0
2014-01-23,0.00013698,277.99481333,4.04114567,0.30713147,100263.8,63.0,29.0,13.0,47.0,4.0,4.0
2014-01-24,4.061e-05,278.17938333,-1.34241873,2.7846222,100490.98,66.0,22.0,26.0,28.0,3.0,3.0
2014-01-25,5.48e-06,281.04467,4.70020573,0.6672859,100359.57333333,56.0,20.0,25.0,30.0,3.0,4.0
2014-01-26,0.00042477,278.92608333,2.90963163,4.42924258,99111.23833333,49.0,24.0,25.0,42.0,6.0,5.0
2014-01-27,1.78e-06,278.21005667,4.97639563,2.96708423,98034.94166667,55.0,21.0,22.0,41.0,4.0,4.0
2014-01-28,4.309e-05,279.35937333,0.58900013,5.26857847,97578.605,50.0,19.0,17.0,41.0,2.0,8.0
2014-01-29,0.00059542,277.04704667,-4.69709527,-0.30794765,98557.88,53.0,28.0,4.0,45.0,4.0,15.0
2014-01-30,0.00012418,277.33627333,-1.08405592,0.03967209,99298.27333333,79.0,22.0,17.0,40.0,5.0,7.0
2014-01-31,0.00042022,278.16709333,-0.61343492,7.18577443,98993.43,63.0,13.0,21.0,27.0,3.0,4.0
2014-02-01,4.84e-06,278.99714,4.41814287,6.05341523,98282.91833333,26.0,19.0,21.0,29.0,3.0,5.0
2014-02-02,1.83e-06,279.70694,3.0466307,3.44287973,99812.60833333,38.0,19.0,16.0,31.0,2.0,4.0
2014-02-03,0.0,279.15531,-3.61202723,5.10430167,99475.23,48.0,21.0,25.0,38.0,4.0,6.0
2014-02-04,6.284e-05,279.31788333,-0.28135663,6.12902253,99002.07,52.0,24.0,29.0,35.0,4.0,6.0
2014-02-05,0.00010539,281.10340667,2.83189368,9.75971933,97257.19666667,53.0,23.0,28.0,42.0,5.0,7.0
2014-02-06,0.00063507,280.41916667,1.29563635,5.73039207,98238.095,60.0,20.0,28.0,35.0,5.0,7.0
2014-02-07,0.00020873,278.89402667,5.00349647,0.64474903,98350.62466667,54.0,19.0,30.0,22.0,3.0,5.0
2014-02-08,7.083e-05,280.40316,4.79552557,8.14906217,96993.02333333,46.0,20.0,30.0,24.0,3.0,5.0
2014-02-09,5.34e-06,279.40232667,6.87837433,5.15857357,97712.598,45.0,22.0,17.0,43.0,5.0,6.0
2014-02-10,0.00028588,278.87529333,1.725571,1.44036837,98372.30466667,54.0,21.0,24.0,43.0,5.0,7.0
2014-02-11,0.00057928,279.01552667,3.80130735,5.93373493,98542.89466667,56.0,20.0,26.0,34.0,7.0,3.0
2014-02-12,0.00020999,279.99077333,3.24734217,8.2734282,98441.50166667,51.0,23.0,26.0,44.0,6.0,3.0
2014-02-13,5.957e-05,278.36608667,4.51423017,2.59490953,98288.66166667,52.0,20.0,31.0,39.0,4.0,4.0
2014-02-14,0.0003868,280.03013667,-0.76956388,7.99758743,98152.285,49.0,21.0,31.0,32.0,4.0,6.0
2014-02-15,0.0001766,281.35601667,8.05837083,6.06873067,98119.13,52.0,25.0,20.0,40.0,4.0,5.0
2014-02-16,0.0,278.70064333,2.32278917,1.9565104,99894.927,62.0,26.0,19.0,41.0,5.0,3.0
2014-02-17,0.00020028,281.26042667,0.12923451,5.75387533,99927.30666667,64.0,29.0,19.0,43.0,6.0,5.0
2014-02-18,5.703e-05,281.49357,1.0680093,3.14976407,99970.09,73.0,29.0,19.0,34.0,4.0,3.0
2014-02-19,9.41e-06,280.70036,3.1065387,2.06199737,100346.42666667,76.0,17.0,21.0,23.0,3.0,1.0
2014-02-20,0.00031961,282.87627333,3.48640663,5.31428143,99141.983,51.0,24.0,25.0,40.0,5.0,3.0
2014-02-21,5.33e-06,279.33980667,4.8037089,3.94922377,99532.54666667,59.0,23.0,24.0,46.0,4.0,4.0
2014-02-22,0.0,280.43151667,4.01766477,2.79400633,100140.52333333,53.0,19.0,29.0,32.0,3.0,3.0
2014-02-23,7.408e-05,283.46296333,2.80302367,8.0013059,100182.22666667,47.0,25.0,27.0,44.0,5.0,3.0
2014-02-24,1.295e-05,282.96400667,1.76772252,5.38981787,99662.76333333,65.0,23.0,30.0,52.0,5.0,4.0
2014-02-25,0.000155,281.07776667,1.86893503,5.03312047,99154.67533333,56.0,29.0,13.0,55.0,7.0,8.0
2014-02-26,1.915e-05,280.10461,3.04776957,2.6401587,100517.13166667,64.0,25.0,21.0,51.0,6.0,2.0
2014-02-27,0.00027381,280.74967333,4.1592792,2.38667699,99680.75,59.0,18.0,15.0,50.0,6.0,1.0
2014-02-28,0.00048997,278.19666333,-2.36318243,-1.2990424,98843.31333333,52.0,32.0,15.0,40.0,7.0,2.0
2014-03-01,4.3e-07,277.9297,1.74220053,-1.13569362,99325.60333333,79.0,20.0,26.0,32.0,7.0,1.0
2014-03-02,0.00012831,280.98131667,0.99585945,7.4755669,98612.18466667,52.0,18.0,22.0,55.0,8.0,2.0
2014-03-03,5.871e-05,278.40384,-0.60178007,1.87251727,97678.08133333,51.0,36.0,11.0,64.0,9.0,4.0
2014-03-04,5.28e-06,279.37647333,2.55072177,0.35897207,99507.085,85.0,45.0,14.0,62.0,8.0,5.0
2014-03-05,0.0,280.34294667,1.47957357,1.14374005,101224.93333333,98.0,34.0,27.0,49.0,5.0,5.0
2014-03-06,4e-08,282.35238667,1.90238276,4.70542367,101570.728,76.0,29.0,18.0,47.0,5.0,6.0
2014-03-09,0.0,285.90916,-0.17914949,3.79225327,101391.56666667,94.0,32.0,27.0,42.0,2.0,3.0
2014-03-10,0.0,282.45107333,-1.58794533,-4.5370541,101944.09333333,77.0,29.0,26.0,25.0,0.0,2.0
2014-03-11,1.1e-07,281.12305,-3.49669833,-3.45481397,102440.25166667,61.0,47.0,9.0,39.0,3.0,4.0
2014-03-12,0.0,281.68407333,-2.28000037,-1.84999463,102303.8,109.0,63.0,17.0,50.0,3.0,4.0
2014-03-13,1e-08,282.11132,-0.97267971,-1.3400116,102095.11666667,151.0,69.0,19.0,58.0,7.0,4.0
2014-03-14,6e-07,281.73952,1.58515652,0.72443469,101852.73333333,160.0,25.0,29.0,26.0,3.0,1.0
2014-03-15,0.0,285.22807333,4.36694973,-1.64843357,101757.73533333,65.0,21.0,31.0,28.0,4.0,1.0
2014-03-16,0.0,286.57009,3.610328,-0.94592995,101432.25533333,57.0,32.0,17.0,38.0,6.0,2.0
2014-03-17,4.47e-06,283.67914333,2.79819427,0.63071914,101260.755,78.0,26.0,25.0,37.0,6.0,2.0
2014-03-18,8.58e-06,283.62321,5.75890287,1.56154987,100689.11466667,63.0,33.0,24.0,44.0,6.0,5.0
2014-03-19,0.0,283.63643667,4.17558033,3.1312958,101336.558,70.0,32.0,32.0,34.0,4.0,3.0
2014-03-20,5.78e-06,284.08066,4.2056214,6.65896367,99967.01833333,69.0,25.0,30.0,47.0,6.0,7.0
2014-03-21,3.639e-05,281.70059,4.04524447,3.25532617,99794.75666667,57.0,16.0,33.0,28.0,4.0,7.0
2014-03-22,3.027e-05,280.2443,4.2208697,2.97090943,99048.67633333,38.0,15.0,31.0,27.0,3.0,6.0
2014-03-23,5.361e-05,279.74269667,4.021437,-1.69909043,99861.18666667,38.0,22.0,28.0,45.0,4.0,7.0
2014-03-24,2.9e-07,279.38370667,-1.47355203,3.07214147,100386.41533333,58.0,25.0,26.0,47.0,3.0,4.0
2014-03-25,0.00020829,280.00859667,-3.41828443,0.64832417,99898.948,65.0,26.0,21.0,48.0,3.0,3.0
2014-03-26,6.984e-05,278.08874333,0.162423,-3.51578363,100846.28,68.0,34.0,19.0,48.0,4.0,2.0
2014-03-27,8.75e-05,279.47535667,-3.07944617,-0.3947337,100351.05,86.0,54.0,15.0,45.0,4.0,3.0
2014-03-28,1.851e-05,282.02711,-3.59147137,1.08361811,100621.36666667,137.0,52.0,31.0,38.0,4.0,3.0
2014-03-29,0.0,286.98588,-4.22502993,1.09267107,100535.44333333,132.0,45.0,29.0,44.0,4.0,4.0
2014-03-30,0.0,287.59756333,-1.74687163,1.51552953,100435.38,113.0,34.0,27.0,49.0,4.0,3.0
2014-03-31,6.01e-06,286.84911,-1.06384709,2.35571883,100398.33666667,82.0,45.0,17.0,50.0,6.0,4.0
2014-04-01,8e-08,286.62432667,-0.53981058,0.30874645,100141.80533333,105.0,63.0,12.0,48.0,5.0,4.0
2014-04-02,9.018e-05,287.87905333,-4.3465951,0.10742656,99471.92666667,144.0,61.0,11.0,31.0,2.0,4.0
2014-04-03,1.76e-06,286.77895,-2.94365183,1.11201007,99097.90666667,133.0,38.0,25.0,38.0,7.0,5.0
2014-04-04,3.33e-06,285.81755667,3.22133433,1.06443642,99975.727,99.0,21.0,23.0,29.0,4.0,2.0
2014-04-05,0.00010406,285.40553,1.83034867,4.94767643,100508.11333333,57.0,15.0,22.0,19.0,4.0,1.0
2014-04-06,3.592e-05,286.31641333,3.47151217,6.14483963,100421.81866667,49.0,17.0,23.0,29.0,5.0,2.0
2014-04-07,0.00042436,286.3599,2.19969097,6.04777903,99916.93133333,48.0,17.0,32.0,33.0,4.0,2.0
2014-04-08,2.445e-05,283.25867,6.40743447,-0.4929253,101042.5,42.0,28.0,25.0,43.0,6.0,3.0
2014-04-09,2e-08,285.10366,3.02947043,0.77744338,101651.14333333,64.0,23.0,25.0,40.0,5.0,3.0
2014-04-10,8e-08,285.02852667,1.49223573,-0.75295915,101323.08333333,55.0,26.0,27.0,51.0,3.0,4.0
2014-04-11,1.17e-05,285.79167667,-0.06489661,-2.43984157,101288.22333333,61.0,31.0,27.0,40.0,4.0,7.0
2014-04-12,0.0,284.86799333,4.05720687,1.0723013,100981.66,71.0,20.0,31.0,25.0,3.0,4.0
2014-04-13,0.0,285.48877333,3.00401623,-0.89626308,101300.965,52.0,21.0,28.0,37.0,2.0,3.0
2014-04-14,0.0,285.20051667,1.37782258,-3.82410303,101576.78,55.0,20.0,25.0,36.0,2.0,5.0
2014-04-15,1e-08,283.14657667,-2.99526087,-1.38055481,102118.13466667,48.0,31.0,33.0,56.0,4.0,9.0
2014-04-16,0.0,284.72993333,-1.76561227,2.12031177,101854.05333333,64.0,36.0,29.0,51.0,5.0,8.0
2014-04-17,6.9e-07,286.76728,3.2229675,-0.33924068,101009.70133333,78.0,19.0,32.0,30.0,1.0,7.0
2014-04-18,6e-07,282.61350333,-1.9320232,-4.31356833,101192.60666667,44.0,19.0,32.0,24.0,1.0,7.0
2014-04-19,1.645e-05,282.70260667,-4.80200633,-2.79034517,100871.90666667,49.0,49.0,28.0,24.0,2.0,9.0
2014-04-20,0.00057168,284.21166667,-3.8743992,-2.1198864,99619.28,117.0,42.0,25.0,38.0,3.0,9.0
2014-04-21,7.362e-05,287.226,-0.84359589,-1.71574337,99654.875,107.0,34.0,27.0,48.0,6.0,10.0
2014-04-22,6.972e-05,285.77255333,2.09198287,3.63938973,99983.035,78.0,28.0,27.0,52.0,5.0,9.0
2014-04-23,0.00010312,286.72906333,0.10452648,4.08951187,100902.49333333,70.0,25.0,22.0,51.0,5.0,10.0
2014-04-24,2.628e-05,286.55918667,-0.42911515,-0.12732866,100997.752,66.0,36.0,21.0,43.0,4.0,9.0
2014-04-25,0.00074919,283.93705333,0.76962535,-2.23751103,100154.05666667,87.0,23.0,32.0,42.0,4.0,9.0
2014-04-26,9.367e-05,285.03618,-0.56648936,5.7668708,99583.66,57.0,19.0,25.0,37.0,4.0,8.0
2014-04-27,0.00036962,284.62082333,-3.6355588,1.14987263,99459.11633333,50.0,34.0,25.0,41.0,3.0,8.0
2014-04-28,0.00025489,286.10900667,-2.3429575,-1.07052837,100200.088,83.0,42.0,25.0,48.0,4.0,9.0
2014-04-29,0.00029756,286.13588333,-2.41833973,-0.40591917,100335.07166667,104.0,40.0,36.0,63.0,6.0,9.0
2014-04-30,4.61e-06,286.71774,1.16650936,1.88704816,100384.93666667,101.0,32.0,25.0,57.0,6.0,6.0
2014-05-01,0.00066039,284.41514,-0.48314554,-0.0136384,100113.79366667,83.0,25.0,30.0,45.0,1.0,3.0
2014-05-02,1.844e-05,283.30746333,-2.300464,-4.52649177,101493.02,66.0,18.0,35.0,38.0,2.0,3.0
2014-05-03,0.0,283.22824,-1.39908823,-1.6963142,101942.65,49.0,24.0,41.0,51.0,3.0,5.0
2014-05-04,0.0,285.40425,0.82493135,1.84815917,101409.4,64.0,30.0,47.0,53.0,3.0,5.0
2014-05-05,0.0,288.10697333,-1.08939465,3.98630073,100325.935,75.0,25.0,34.0,56.0,6.0,6.0
2014-05-06,6.413e-05,287.8314,4.34315247,2.70791303,99723.71333333,62.0,22.0,28.0,55.0,6.0,5.0
2014-05-07,6.076e-05,286.49904,6.24292803,2.26153853,100062.71033333,56.0,22.0,28.0,51.0,6.0,6.0
2014-05-08,0.00031935,285.99961333,4.69958463,4.18275133,99850.02,57.0,24.0,30.0,46.0,5.0,4.0
2014-05-09,3.349e-05,287.35722,7.40743313,1.6145171,100253.15866667,59.0,19.0,27.0,37.0,4.0,3.0
2014-05-10,9.628e-05,286.49461,6.36041133,4.9133329,99361.19,53.0,19.0,29.0,39.0,3.0,3.0
2014-05-11,0.00015516,284.70337333,8.50006757,1.03624994,99486.85333333,46.0,18.0,27.0,43.0,5.0,4.0
2014-05-12,8.004e-05,285.34492333,4.45942693,-0.03071036,100145.07666667,49.0,19.0,20.0,46.0,4.0,3.0
2014-05-13,0.00027775,285.38106,1.16151685,-1.9445556,101076.29,57.0,16.0,28.0,46.0,2.0,2.0
2014-05-14,3.82e-06,287.91803,1.0633475,-2.60991037,102227.81333333,54.0,26.0,28.0,44.0,3.0,3.0
2014-05-15,8.29e-06,289.20841667,-0.26314106,-0.0748186,102677.012,70.0,27.0,27.0,43.0,3.0,3.0
2014-05-16,5.51e-06,290.53807333,-0.63380767,0.13407828,102268.12333333,77.0,27.0,31.0,26.0,1.0,0.0
2014-05-17,2.091e-05,292.20802667,0.72518103,0.84588967,101413.426,72.0,27.0,49.0,44.0,3.0,4.0
2014-05-18,4e-08,292.31490667,-1.06019849,2.92751187,100295.955,73.0,38.0,41.0,54.0,4.0,4.0
2014-05-19,1.173e-05,294.54067333,-3.27488133,2.29243857,99475.27666667,98.0,28.0,38.0,57.0,5.0,5.0
2014-05-20,0.00010769,290.16353333,0.07417509,4.38672377,99894.33666667,77.0,21.0,27.0,46.0,4.0,3.0
2014-05-21,0.00042795,288.63324,-2.51714513,-0.62927586,99976.07466667,62.0,18.0,32.0,45.0,5.0,4.0
2014-05-22,0.00030412,288.18436667,-0.30591459,4.15109533,99365.77,57.0,20.0,32.0,46.0,4.0,2.0
2014-05-23,5.999e-05,287.46835,-1.21915915,5.90529247,99710.69333333,57.0,19.0,26.0,41.0,4.0,0.0
2014-05-24,0.00034105,285.6639,-0.20459038,3.93080333,100074.37833333,56.0,16.0,29.0,30.0,3.0,0.0
2014-05-25,4.44e-06,288.07592667,0.99179918,4.64159773,100890.71666667,48.0,16.0,15.0,39.0,2.0,0.0
2014-05-26,0.00078158,285.40708333,0.06957673,-3.98163227,100931.26,46.0,17.0,21.0,40.0,2.0,3.0
2014-05-27,0.00042008,285.35197,2.43796507,-4.82718783,100495.36666667,48.0,39.0,21.0,30.0,4.0,4.0
2014-05-28,9.882e-05,285.59833,2.89091117,-1.577063,100230.398,48.0,22.0,18.0,38.0,4.0,4.0
2014-05-29,0.00012433,288.83002333,-2.64089617,1.1808878,100662.35866667,67.0,22.0,24.0,31.0,2.0,3.0
2014-05-30,3.959e-05,287.12399333,-3.32822863,-2.25619287,101455.892,59.0,19.0,35.0,41.0,2.0,3.0
2014-05-31,4.19e-06,288.54894667,0.42134016,-1.45308293,101615.09466667,57.0,24.0,29.0,33.0,3.0,3.0
2014-06-01,8.07e-06,290.51356667,-0.55342245,-0.63251673,101318.46,69.0,22.0,28.0,48.0,5.0,4.0
2014-06-02,8.967e-05,289.82340667,1.54963463,1.90107893,100926.04466667,66.0,21.0,20.0,43.0,6.0,5.0
2014-06-03,0.00011714,288.28798667,2.31034757,2.40002,100350.80833333,68.0,20.0,23.0,47.0,7.0,4.0
2014-06-04,0.00021645,285.97018667,2.8346592,1.7858642,99500.06,60.0,11.0,22.0,16.0,3.0,3.0
2014-06-05,5.03e-06,288.4687,4.72326233,1.90123555,100202.27466667,34.0,20.0,34.0,48.0,5.0,4.0
2014-06-06,0.0,291.77769667,-3.9221217,1.01666025,100440.67166667,56.0,23.0,36.0,40.0,5.0,4.0
2014-06-07,0.00013214,292.42414667,1.47188327,2.5082006,100314.23166667,71.0,15.0,36.0,41.0,4.0,4.0
2014-06-08,8.56e-06,293.73487,0.69979626,1.92662476,101027.12666667,57.0,20.0,34.0,46.0,5.0,5.0
2014-06-09,0.00010412,293.68899333,0.04989343,2.9305639,100688.33666667,68.0,16.0,30.0,44.0,6.0,5.0
2014-06-10,3.4e-06,291.89396,3.0149482,3.9001236,100946.14666667,61.0,18.0,28.0,38.0,4.0,3.0
2014-06-11,4.5e-07,291.4606,2.77125103,1.04827457,101778.59666667,55.0,22.0,33.0,42.0,3.0,3.0
2014-06-12,0.0,294.15843,-0.07962293,-0.8193597,101900.97166667,61.0,24.0,36.0,41.0,4.0,3.0
2014-06-13,7e-08,294.68193667,-0.09811053,-1.56190303,101552.31666667,62.0,17.0,28.0,29.0,4.0,3.0
2014-06-14,0.00019733,291.31686333,-1.52894433,-3.7530896,101613.25166667,54.0,10.0,26.0,21.0,2.0,2.0
2014-06-15,1.652e-05,288.5776,-1.91901147,-4.73098223,101882.625,32.0,13.0,22.0,31.0,4.0,2.0
2014-06-16,1.059e-05,288.29891667,-1.03268621,-4.7729203,101859.056,39.0,18.0,29.0,28.0,4.0,2.0
2014-06-17,0.0,289.86246,-1.97825147,-4.87542867,101822.16,44.0,12.0,17.0,34.0,3.0,2.0
2014-06-18,1.717e-05,290.54380333,-1.47755307,-3.99837923,101721.623,38.0,21.0,11.0,33.0,3.0,4.0
2014-06-19,8.692e-05,291.1174,-0.36646747,-2.6076371,101349.99,62.0,16.0,25.0,38.0,3.0,3.0
2014-06-20,2.86e-06,290.36222667,0.13312599,-0.39991945,101360.054,46.0,17.0,33.0,35.0,3.0,3.0
2014-06-21,2.639e-05,293.04772667,1.93252771,-0.50875266,101049.06333333,52.0,20.0,28.0,38.0,3.0,4.0
2014-06-22,6.7e-07,293.6867,-2.0031993,0.609069,101270.43,56.0,19.0,25.0,46.0,4.0,4.0
2014-06-23,3.098e-05,293.72222333,0.61666162,0.06663535,101323.89366667,77.0,22.0,28.0,38.0,3.0,3.0
2014-06-24,5.455e-05,292.82520667,-0.12018225,-1.99148122,101009.942,66.0,12.0,28.0,38.0,2.0,3.0
2014-06-25,1.4e-07,290.16861,-2.2715721,-1.70062049,100935.09,36.0,18.0,28.0,44.0,3.0,4.0
2014-06-26,2e-08,290.34397667,-2.85829323,0.25493675,100620.39666667,48.0,25.0,24.0,48.0,5.0,5.0
2014-06-27,5.534e-05,291.12118333,2.54381787,3.33877403,100337.82333333,67.0,16.0,16.0,33.0,5.0,4.0
2014-06-28,0.00058114,289.29122667,0.46963793,0.14753072,100095.79166667,45.0,11.0,24.0,21.0,3.0,2.0
2014-06-29,0.00015032,288.68635,0.84798381,-3.84403267,100418.49666667,32.0,18.0,27.0,44.0,4.0,4.0
2014-06-30,0.00012831,290.24249,-1.46238737,1.27424908,100861.19166667,49.0,16.0,29.0,48.0,4.0,3.0
2014-07-01,5.37e-06,292.06734,-3.29193513,-0.28236201,101124.35666667,49.0,22.0,28.0,53.0,6.0,5.0
2014-07-02,0.0,292.46670333,0.0145133,0.93225917,101398.078,60.0,22.0,36.0,64.0,6.0,5.0
2014-07-03,0.0,294.65508,2.80232843,3.89302757,101048.12166667,64.0,21.0,35.0,54.0,6.0,5.0
2014-07-04,1.1e-07,294.42829333,2.56890393,4.7815176,99855.42,62.0,7.0,18.0,8.0,4.0,4.0
2014-07-05,7.41e-05,291.14008667,3.5849673,3.35027187,99326.50333333,31.0,18.0,24.0,40.0,4.0,4.0
2014-07-06,9.662e-05,290.01973,3.53260583,0.38127488,99645.178,55.0,14.0,18.0,36.0,4.0,4.0
2014-07-07,2.027e-05,291.07553,2.09554097,2.60371227,100659.72666667,46.0,16.0,16.0,40.0,4.0,3.0
2014-07-08,0.00011864,290.26976667,1.46711927,-1.68821173,100625.225,58.0,19.0,28.0,30.0,2.0,2.0
2014-07-09,8.26e-06,291.80340333,2.72153443,-6.39535197,100875.74,58.0,17.0,21.0,35.0,2.0,2.0
2014-07-10,0.00038849,289.17301333,0.974403,-4.7233801,100877.75333333,52.0,17.0,17.0,41.0,2.0,3.0
2014-07-11,0.00024728,289.22165333,1.148227,-3.42877073,100846.83633333,58.0,22.0,38.0,35.0,3.0,3.0
2014-07-12,0.00013031,292.91547667,1.25896133,-0.48397413,100485.04966667,66.0,15.0,23.0,26.0,4.0,3.0
2014-07-13,0.00012325,293.09643333,2.2659731,-0.57314927,99879.22,50.0,15.0,28.0,36.0,3.0,3.0
2014-07-14,0.0,292.33486,3.77924873,0.89520098,100585.92833333,46.0,17.0,27.0,36.0,4.0,3.0
2014-07-15,5.454e-05,294.34494,2.54030587,0.43013886,100976.23,52.0,24.0,29.0,48.0,4.0,4.0
2014-07-16,1.16e-06,294.99893,1.96609463,1.6096774,101184.00666667,63.0,21.0,27.0,44.0,5.0,3.0
2014-07-17,7.3e-06,296.45295333,-2.55139607,-0.14607017,101152.46,53.0,30.0,45.0,57.0,4.0,3.0
2014-07-18,0.0,298.04663333,-1.5715665,2.67206933,100360.128,82.0,23.0,42.0,44.0,4.0,3.0
2014-07-19,0.00021282,296.24405333,-0.70115633,2.01515779,99937.77,68.0,23.0,32.0,24.0,3.0,3.0
2014-07-20,0.00012182,294.45961333,1.57432652,-1.72138277,100154.46866667,69.0,20.0,26.0,24.0,2.0,3.0
2014-07-21,9.006e-05,294.94974,0.68800862,-3.1476863,100991.37333333,64.0,17.0,22.0,15.0,2.0,2.0
2014-07-22,2e-08,295.02671,-1.13057445,-3.76919907,101375.55833333,55.0,20.0,34.0,23.0,2.0,2.0
2014-07-23,0.00012191,296.12043,-3.9207293,-2.97852457,101029.44333333,59.0,20.0,35.0,12.0,3.0,2.0
2014-07-24,6.63e-06,296.67046333,-3.45736787,-2.7277085,100818.81666667,58.0,20.0,27.0,26.0,4.0,3.0
2014-07-25,4.103e-05,295.34095,-2.2380104,-2.6704029,100785.5,62.0,23.0,43.0,20.0,4.0,3.0
2014-07-26,3.83e-06,296.87687667,0.22370452,-2.5612615,100758.06833333,68.0,17.0,31.0,21.0,5.0,2.0
2014-07-27,1.16e-06,294.82386333,1.00523888,-2.24452561,100800.42,55.0,12.0,25.0,17.0,5.0,2.0
2014-07-28,0.00066247,291.43786,-0.84715605,-3.38205057,100651.65966667,44.0,12.0,37.0,15.0,7.0,2.0
2014-07-29,2e-08,294.99726333,0.84281762,-3.1706428,100668.14,42.0,17.0,34.0,21.0,8.0,9.0
2014-07-30,2.1e-07,293.85029333,2.23843637,-2.06239192,100704.40166667,54.0,23.0,28.0,40.0,7.0,4.0
2014-07-31,5.4e-07,293.91541333,2.98387423,1.6569168,100482.745,67.0,24.0,30.0,45.0,5.0,6.0
2014-08-01,4.475e-05,293.19397667,1.5715601,3.3916831,99974.47333333,72.0,19.0,28.0,32.0,4.0,5.0
2014-08-02,0.00021282,292.76348667,0.8280792,4.2091007,99431.08866667,61.0,15.0,31.0,32.0,3.0,4.0
2014-08-03,8.5e-07,292.55321667,2.76801363,3.92564973,100117.685,49.0,19.0,28.0,38.0,5.0,5.0
2014-08-04,1.703e-05,292.64982,2.30220717,1.29999451,100728.24666667,57.0,20.0,28.0,41.0,5.0,5.0
2014-08-05,7.08e-06,293.30386,1.44300919,3.90111007,100908.50166667,64.0,19.0,29.0,38.0,5.0,5.0
2014-08-06,6.327e-05,294.28168667,3.39972303,0.89695767,100206.938,60.0,17.0,28.0,38.0,4.0,4.0
2014-08-07,6.945e-05,294.28942667,0.58115529,-0.48390071,100556.14866667,58.0,25.0,24.0,43.0,5.0,5.0
2014-08-08,0.0005417,292.96859333,-0.57224385,1.11612785,99862.91666667,76.0,21.0,24.0,32.0,5.0,5.0
2014-08-11,2.955e-05,290.62516,5.9108471,3.84131113,99915.93866667,58.0,20.0,28.0,43.0,6.0,5.0
2014-08-12,9.971e-05,290.02884667,5.25107717,3.25079093,99846.61,56.0,14.0,19.0,27.0,7.0,3.0
2014-08-13,5.516e-05,291.11904,4.81586743,-0.40206515,99636.74,42.0,16.0,20.0,38.0,10.0,5.0
2014-08-14,0.00084575,289.34808,3.07377493,1.02470637,100058.83833333,52.0,16.0,19.0,34.0,12.0,2.0
2014-08-15,7.615e-05,289.43795,1.47000933,-2.74987413,100752.62,50.0,14.0,29.0,33.0,14.0,2.0
2014-08-16,1.137e-05,289.84716,4.64641887,0.03007191,101122.79333333,47.0,12.0,28.0,58.0,4.0,6.0
2014-08-17,5.068e-05,289.5078,6.44000033,1.17656941,100001.042,42.0,12.0,20.0,31.0,6.0,2.0
2014-08-18,6.421e-05,288.95852333,3.94867713,-1.6975597,100072.96533333,42.0,10.0,23.0,27.0,2.0,2.0
